"Timestamp","Node","CPU_Usage","Memory_Usage","Disk_Usage","Network_Usage","Pod_Status","K8s_Event_Log","System_Log","Network_Error"
"2025-03-22 13:25:03","node-475","56%","96%","15%","Congested","Failed","Pod eviction error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:34:35","node-476","85%","97%","14%","High Traffic","Pending","Volume mount error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:28:29","node-477","97%","10%","44%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:28:33","node-478","81%","10%","83%","Normal","Pending","Pod eviction error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:37:51","node-479","79%","86%","74%","High Traffic","Unknown","Node NotReady","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:37:34","node-480","76%","80%","19%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:35:53","node-481","13%","75%","80%","Normal","Unknown","Volume mount error","High CPU warning","Connection Refused"
"2025-03-22 13:15:15","node-482","15%","23%","10%","Normal","Pending","Volume mount error","Kernel Panic","Packet Loss"
"2025-03-22 13:11:22","node-483","11%","93%","72%","High Traffic","Terminating","Container OOMKilled","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:09:55","node-484","25%","71%","92%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:16:41","node-485","28%","57%","96%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:29:55","node-486","76%","64%","82%","Congested","CrashLoopBackOff","Container OOMKilled","Disk Failure","Timeout detected"
"2025-03-22 13:46:44","node-487","54%","7%","24%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:36:56","node-488","92%","59%","26%","High Traffic","CrashLoopBackOff","Pod eviction error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:35:43","node-489","57%","36%","38%","Congested","Terminating","Node NotReady","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 14:00:40","node-490","65%","19%","43%","Congested","Failed","Pod eviction error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:48:58","node-491","30%","12%","75%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:00:41","node-492","35%","44%","60%","High Traffic","Unknown","Container OOMKilled","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:16:51","node-493","79%","81%","77%","Normal","CrashLoopBackOff","Pod eviction error","Disk Failure","Timeout detected"
"2025-03-22 13:41:45","node-494","85%","9%","46%","Normal","Failed","Pod eviction error","Kernel Panic","Timeout detected"
"2025-03-22 13:04:28","node-495","66%","95%","61%","Congested","Pending","Node NotReady","Disk Failure","Connection Refused"
"2025-03-22 13:51:39","node-496","38%","20%","41%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:32:03","node-497","57%","94%","24%","Normal","Terminating","Node NotReady","High CPU warning","Connection Refused"
"2025-03-22 13:43:20","node-498","58%","36%","86%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:44:21","node-499","6%","21%","78%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:39:22","node-500","19%","11%","82%","Normal","Pending","Pod eviction error","Kernel Panic","Timeout detected"
"2025-03-22 13:59:42","node-501","33%","97%","51%","Congested","Failed","Container OOMKilled","High CPU warning","Packet Loss"
"2025-03-22 13:19:07","node-502","19%","47%","74%","Congested","CrashLoopBackOff","Node NotReady","High CPU warning","Connection Refused"
"2025-03-22 14:01:01","node-503","50%","50%","58%","High Traffic","Terminating","Container OOMKilled","Disk Failure","Timeout detected"
"2025-03-22 13:03:05","node-504","76%","70%","41%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:08:01","node-505","33%","67%","29%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:09:44","node-506","86%","11%","17%","Congested","Unknown","Node NotReady","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:46:05","node-507","78%","7%","13%","Congested","Terminating","Container OOMKilled","Kernel Panic","DNS Resolution Failure"
"2025-03-22 14:00:02","node-508","95%","33%","36%","High Traffic","Pending","Node NotReady","High CPU warning","Packet Loss"
"2025-03-22 13:22:16","node-509","94%","9%","60%","High Traffic","Terminating","Node NotReady","Disk Failure","Packet Loss"
"2025-03-22 13:12:50","node-510","34%","79%","69%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:18:37","node-511","98%","6%","23%","Congested","Failed","Pod eviction error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:52:06","node-512","83%","93%","58%","Congested","Terminating","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:31:03","node-513","40%","91%","16%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:15:49","node-514","23%","13%","55%","High Traffic","CrashLoopBackOff","Volume mount error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:15:47","node-515","89%","38%","15%","Normal","Pending","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:05:59","node-516","6%","69%","13%","Normal","Terminating","Node NotReady","High CPU warning","Timeout detected"
"2025-03-22 13:19:40","node-517","79%","77%","24%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:02:32","node-518","67%","52%","41%","High Traffic","CrashLoopBackOff","Container OOMKilled","Kernel Panic","Timeout detected"
"2025-03-22 13:35:20","node-519","62%","86%","98%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:14:26","node-520","27%","38%","66%","Normal","Failed","Container OOMKilled","Kernel Panic","Packet Loss"
"2025-03-22 13:57:22","node-521","54%","79%","65%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:27:08","node-522","76%","83%","63%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:41:09","node-523","77%","48%","15%","Normal","Terminating","Node NotReady","Kernel Panic","Timeout detected"
"2025-03-22 13:14:48","node-524","9%","56%","80%","Normal","Terminating","Pod eviction error","Kernel Panic","Packet Loss"
"2025-03-22 13:20:45","node-525","60%","68%","13%","Congested","Failed","Volume mount error","High CPU warning","Packet Loss"
"2025-03-22 13:37:09","node-526","34%","27%","82%","High Traffic","Unknown","Container OOMKilled","Kubelet restart detected","Packet Loss"
"2025-03-22 13:39:46","node-527","20%","46%","72%","Congested","Unknown","Node NotReady","High CPU warning","Connection Refused"
"2025-03-22 13:40:14","node-528","49%","80%","40%","Normal","Failed","Node NotReady","Kubelet restart detected","Connection Refused"
"2025-03-22 13:25:40","node-529","44%","69%","84%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:19:52","node-530","96%","75%","57%","Congested","Terminating","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:43:11","node-531","28%","50%","39%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:42:00","node-532","39%","99%","59%","High Traffic","Pending","Node NotReady","Kernel Panic","Timeout detected"
"2025-03-22 13:31:53","node-533","5%","6%","99%","Congested","Failed","Node NotReady","Disk Failure","Connection Refused"
"2025-03-22 13:57:37","node-534","35%","63%","32%","High Traffic","Unknown","Node NotReady","Kubelet restart detected","Packet Loss"
"2025-03-22 13:33:08","node-535","15%","45%","54%","High Traffic","CrashLoopBackOff","Volume mount error","Kubelet restart detected","Timeout detected"
"2025-03-22 13:11:29","node-536","15%","32%","42%","High Traffic","Unknown","Pod eviction error","Kubelet restart detected","Packet Loss"
"2025-03-22 14:01:18","node-537","87%","77%","15%","High Traffic","Failed","Pod eviction error","Disk Failure","Packet Loss"
"2025-03-22 14:01:53","node-538","50%","18%","62%","Congested","Failed","Pod eviction error","Kernel Panic","Timeout detected"
"2025-03-22 13:41:16","node-539","49%","67%","55%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:12:55","node-540","92%","58%","29%","Normal","Pending","Node NotReady","High CPU warning","Timeout detected"
"2025-03-22 13:40:53","node-541","26%","49%","55%","High Traffic","CrashLoopBackOff","Pod eviction error","Kernel Panic","Connection Refused"
"2025-03-22 13:22:09","node-542","59%","98%","53%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:41:07","node-543","12%","96%","98%","High Traffic","Terminating","Node NotReady","Kubelet restart detected","Connection Refused"
"2025-03-22 13:02:12","node-544","38%","85%","57%","Normal","Pending","Container OOMKilled","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:50:54","node-545","19%","22%","74%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:31:00","node-546","36%","44%","81%","High Traffic","CrashLoopBackOff","Node NotReady","Kubelet restart detected","Connection Refused"
"2025-03-22 13:23:20","node-547","60%","48%","55%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:00:24","node-548","82%","70%","17%","Congested","Failed","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:06:32","node-549","13%","28%","64%","Congested","Failed","Container OOMKilled","Kubelet restart detected","Connection Refused"
"2025-03-22 13:18:14","node-550","69%","44%","55%","Congested","Pending","Pod eviction error","Disk Failure","Connection Refused"
"2025-03-22 13:02:56","node-551","97%","91%","27%","Congested","CrashLoopBackOff","Volume mount error","Kernel Panic","Connection Refused"
"2025-03-22 13:10:23","node-552","26%","48%","43%","Congested","Failed","Node NotReady","Kubelet restart detected","Packet Loss"
"2025-03-22 13:12:26","node-553","30%","28%","34%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:15:03","node-554","14%","31%","26%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:12:50","node-555","82%","86%","46%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:41:06","node-556","69%","22%","19%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:39:29","node-557","53%","33%","22%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:42:03","node-558","59%","37%","63%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:28:47","node-559","40%","84%","82%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:28:53","node-560","93%","6%","42%","High Traffic","Terminating","Pod eviction error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:36:28","node-561","64%","22%","91%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:57:15","node-562","35%","97%","65%","Congested","Terminating","Volume mount error","High CPU warning","Timeout detected"
"2025-03-22 13:29:54","node-563","39%","60%","30%","Congested","Unknown","Volume mount error","Kernel Panic","Connection Refused"
"2025-03-22 13:15:38","node-564","70%","33%","81%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:54:00","node-565","34%","25%","56%","Congested","Failed","Container OOMKilled","High CPU warning","Packet Loss"
"2025-03-22 13:57:14","node-566","50%","58%","22%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:06:49","node-567","49%","63%","94%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:39:28","node-568","10%","92%","51%","Congested","CrashLoopBackOff","Node NotReady","Kubelet restart detected","Packet Loss"
"2025-03-22 13:49:46","node-569","54%","79%","38%","High Traffic","Failed","Container OOMKilled","Kubelet restart detected","Timeout detected"
"2025-03-22 13:52:27","node-570","44%","38%","82%","Normal","CrashLoopBackOff","Pod eviction error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:54:35","node-571","5%","6%","12%","Congested","Failed","Container OOMKilled","Kubelet restart detected","Timeout detected"
"2025-03-22 13:44:16","node-572","44%","85%","46%","Normal","Failed","Node NotReady","Kubelet restart detected","Timeout detected"
"2025-03-22 13:36:20","node-573","40%","19%","54%","High Traffic","Terminating","Volume mount error","Disk Failure","Packet Loss"
"2025-03-22 13:29:42","node-574","63%","69%","21%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:15:15","node-575","39%","58%","72%","High Traffic","Terminating","Volume mount error","Kubelet restart detected","Timeout detected"
"2025-03-22 13:55:30","node-576","12%","28%","81%","High Traffic","Pending","Container OOMKilled","Disk Failure","Timeout detected"
"2025-03-22 13:58:03","node-577","15%","12%","58%","High Traffic","Terminating","Volume mount error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:38:43","node-578","91%","61%","52%","Normal","Unknown","Container OOMKilled","Kubelet restart detected","Timeout detected"
"2025-03-22 13:31:41","node-579","37%","52%","76%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:51:04","node-580","46%","13%","56%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:56:31","node-581","41%","47%","75%","High Traffic","CrashLoopBackOff","Pod eviction error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:08:36","node-582","58%","59%","91%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:46:25","node-583","54%","16%","81%","Congested","Failed","Pod eviction error","Disk Failure","Connection Refused"
"2025-03-22 13:14:23","node-584","55%","41%","70%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:59:12","node-585","59%","62%","51%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:43:32","node-586","20%","59%","75%","High Traffic","Failed","Pod eviction error","Kernel Panic","Connection Refused"
"2025-03-22 13:50:37","node-587","33%","31%","31%","Congested","Unknown","Volume mount error","High CPU warning","Connection Refused"
"2025-03-22 13:53:40","node-588","21%","55%","17%","High Traffic","Terminating","Pod eviction error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:08:37","node-589","84%","28%","75%","Congested","Terminating","Pod eviction error","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:30:15","node-590","85%","50%","38%","Congested","Unknown","Container OOMKilled","Disk Failure","Connection Refused"
"2025-03-22 13:59:48","node-591","6%","19%","26%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:07:07","node-592","73%","57%","28%","High Traffic","Pending","Volume mount error","High CPU warning","Connection Refused"
"2025-03-22 13:31:37","node-593","55%","76%","79%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:43:11","node-594","29%","30%","21%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:06:01","node-595","96%","25%","69%","Congested","Terminating","Container OOMKilled","Kernel Panic","Timeout detected"
"2025-03-22 13:34:58","node-596","85%","51%","77%","Congested","Failed","Node NotReady","Disk Failure","Timeout detected"
"2025-03-22 13:18:08","node-597","38%","35%","68%","High Traffic","Unknown","Volume mount error","Kernel Panic","Packet Loss"
"2025-03-22 13:48:48","node-598","52%","93%","72%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:47:36","node-599","63%","5%","17%","Normal","Failed","Container OOMKilled","Kernel Panic","Connection Refused"
"2025-03-22 13:25:52","node-600","75%","44%","89%","Normal","Unknown","Node NotReady","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:45:57","node-601","42%","99%","51%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:58:36","node-602","64%","48%","15%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:39:59","node-603","76%","9%","53%","Normal","CrashLoopBackOff","Node NotReady","Disk Failure","Connection Refused"
"2025-03-22 13:54:24","node-604","9%","86%","18%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:45:48","node-605","43%","20%","25%","Congested","CrashLoopBackOff","Node NotReady","High CPU warning","Timeout detected"
"2025-03-22 13:58:52","node-606","84%","29%","27%","Congested","Terminating","Pod eviction error","Kernel Panic","Timeout detected"
"2025-03-22 13:22:38","node-607","98%","91%","55%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:16:13","node-608","6%","30%","39%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:05:22","node-609","68%","67%","22%","Congested","Pending","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:08:42","node-610","41%","93%","58%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:16:30","node-611","67%","40%","61%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:01:26","node-612","42%","22%","72%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:56:49","node-613","52%","86%","28%","Normal","Terminating","Volume mount error","Kernel Panic","Packet Loss"
"2025-03-22 13:33:23","node-614","58%","73%","35%","Normal","Unknown","Volume mount error","Disk Failure","DNS Resolution Failure"
"2025-03-22 13:22:46","node-615","13%","39%","35%","Normal","Failed","Container OOMKilled","Kubelet restart detected","Timeout detected"
"2025-03-22 13:43:12","node-616","42%","58%","82%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:27:33","node-617","46%","59%","84%","Congested","Terminating","Volume mount error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:27:00","node-618","66%","49%","85%","Normal","CrashLoopBackOff","Node NotReady","Kubelet restart detected","Timeout detected"
"2025-03-22 13:22:27","node-619","20%","29%","17%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:14:12","node-620","13%","56%","72%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:28:04","node-621","85%","85%","43%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:14:26","node-622","87%","99%","95%","Congested","Pending","Node NotReady","Kubelet restart detected","Timeout detected"
"2025-03-22 13:05:46","node-623","7%","34%","32%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:23:58","node-624","12%","98%","34%","High Traffic","Failed","Volume mount error","Disk Failure","Packet Loss"
"2025-03-22 13:21:05","node-625","57%","74%","60%","Congested","Terminating","Node NotReady","Disk Failure","Connection Refused"
"2025-03-22 13:05:54","node-626","36%","41%","53%","High Traffic","Pending","Node NotReady","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:20:49","node-627","87%","29%","24%","Congested","Failed","Pod eviction error","Kernel Panic","Timeout detected"
"2025-03-22 13:29:00","node-628","98%","29%","52%","Normal","Failed","Pod eviction error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:15:10","node-629","21%","55%","50%","High Traffic","Pending","Volume mount error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:28:14","node-630","59%","67%","47%","Congested","Terminating","Node NotReady","High CPU warning","Packet Loss"
"2025-03-22 13:47:20","node-631","72%","57%","24%","Normal","Pending","Volume mount error","Kubelet restart detected","Connection Refused"
"2025-03-22 13:20:12","node-632","59%","66%","13%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:55:06","node-633","65%","73%","45%","High Traffic","Failed","Container OOMKilled","Disk Failure","Connection Refused"
"2025-03-22 13:50:22","node-634","41%","47%","14%","Congested","Pending","Node NotReady","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:42:45","node-635","94%","86%","73%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:16:55","node-636","88%","27%","59%","Congested","Terminating","Pod eviction error","High CPU warning","Timeout detected"
"2025-03-22 13:10:31","node-637","72%","25%","61%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:08:41","node-638","31%","86%","85%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:53:51","node-639","32%","29%","26%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:34:55","node-640","17%","33%","32%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:12:40","node-641","34%","58%","99%","High Traffic","Unknown","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:59:01","node-642","63%","37%","43%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:01:07","node-643","72%","48%","67%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:37:02","node-644","55%","50%","14%","High Traffic","CrashLoopBackOff","Volume mount error","Disk Failure","Timeout detected"
"2025-03-22 13:35:54","node-645","7%","15%","77%","Congested","Unknown","Node NotReady","Kernel Panic","Connection Refused"
"2025-03-22 13:51:26","node-646","95%","91%","67%","Normal","Unknown","Volume mount error","High CPU warning","Packet Loss"
"2025-03-22 13:44:54","node-647","25%","96%","23%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:07:00","node-648","48%","33%","22%","Congested","Terminating","Volume mount error","Disk Failure","Packet Loss"
"2025-03-22 13:46:43","node-649","31%","43%","28%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:27:09","node-650","91%","97%","56%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:09:16","node-651","16%","93%","19%","High Traffic","CrashLoopBackOff","Node NotReady","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:28:03","node-652","24%","29%","10%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:08:39","node-653","89%","5%","22%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:29:36","node-654","36%","59%","91%","Congested","Terminating","Pod eviction error","Kernel Panic","Packet Loss"
"2025-03-22 13:20:09","node-655","5%","63%","86%","Normal","Unknown","Container OOMKilled","Kubelet restart detected","Packet Loss"
"2025-03-22 13:53:54","node-656","14%","22%","57%","High Traffic","Unknown","Container OOMKilled","Kubelet restart detected","Packet Loss"
"2025-03-22 13:04:11","node-657","37%","28%","51%","Congested","Unknown","Pod eviction error","High CPU warning","Packet Loss"
"2025-03-22 13:06:27","node-658","58%","99%","83%","High Traffic","Unknown","Node NotReady","Kernel Panic","Timeout detected"
"2025-03-22 13:02:52","node-659","39%","86%","98%","Normal","Pending","Node NotReady","Kernel Panic","Packet Loss"
"2025-03-22 13:16:43","node-660","16%","56%","96%","Congested","Terminating","Volume mount error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:18:52","node-661","61%","85%","11%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:54:26","node-662","15%","29%","21%","High Traffic","Terminating","Node NotReady","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:30:31","node-663","55%","24%","72%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:10:11","node-664","97%","84%","83%","Congested","CrashLoopBackOff","Volume mount error","Disk Failure","Packet Loss"
"2025-03-22 13:12:49","node-665","22%","52%","45%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:07:12","node-666","25%","26%","52%","Normal","Terminating","Container OOMKilled","Kernel Panic","Connection Refused"
"2025-03-22 13:30:18","node-667","16%","64%","29%","High Traffic","Terminating","Pod eviction error","Kernel Panic","Packet Loss"
"2025-03-22 13:40:42","node-668","29%","22%","72%","Congested","Terminating","Volume mount error","High CPU warning","Packet Loss"
"2025-03-22 13:09:57","node-669","22%","64%","57%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:03:00","node-670","50%","5%","20%","Congested","Unknown","Node NotReady","Kernel Panic","DNS Resolution Failure"
"2025-03-22 13:39:47","node-671","67%","13%","20%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:43:04","node-672","29%","17%","32%","Normal","Pending","Container OOMKilled","High CPU warning","Connection Refused"
"2025-03-22 13:49:45","node-673","54%","99%","57%","Congested","Unknown","Node NotReady","Kernel Panic","Connection Refused"
"2025-03-22 13:57:08","node-674","83%","40%","76%","Congested","Failed","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:07:06","node-675","29%","72%","47%","Normal","Failed","Node NotReady","Disk Failure","Timeout detected"
"2025-03-22 13:15:54","node-676","91%","40%","80%","Congested","Pending","Container OOMKilled","High CPU warning","Connection Refused"
"2025-03-22 13:50:03","node-677","23%","36%","16%","High Traffic","Failed","Container OOMKilled","Kernel Panic","Packet Loss"
"2025-03-22 13:52:19","node-678","76%","95%","42%","Normal","Pending","Volume mount error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:23:38","node-679","83%","57%","15%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:02:40","node-680","7%","87%","78%","High Traffic","Unknown","Node NotReady","Kubelet restart detected","Packet Loss"
"2025-03-22 13:07:17","node-681","34%","72%","65%","Congested","Pending","Pod eviction error","Kubelet restart detected","Timeout detected"
"2025-03-22 13:09:18","node-682","72%","49%","96%","Normal","Unknown","Container OOMKilled","High CPU warning","Packet Loss"
"2025-03-22 13:21:52","node-683","53%","84%","16%","High Traffic","Pending","Node NotReady","Kubelet restart detected","Timeout detected"
"2025-03-22 13:42:48","node-684","85%","71%","95%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:22:01","node-685","9%","67%","91%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:33:15","node-686","97%","36%","60%","Congested","Terminating","Pod eviction error","High CPU warning","DNS Resolution Failure"
"2025-03-22 13:27:53","node-687","52%","95%","14%","Normal","Pending","Node NotReady","Disk Failure","Timeout detected"
"2025-03-22 13:34:50","node-688","94%","24%","58%","Congested","CrashLoopBackOff","Container OOMKilled","Kubelet restart detected","Timeout detected"
"2025-03-22 13:58:51","node-689","32%","20%","37%","High Traffic","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:41:46","node-690","45%","5%","91%","Congested","Pending","Pod eviction error","High CPU warning","Packet Loss"
"2025-03-22 13:20:50","node-691","71%","50%","16%","High Traffic","Unknown","Node NotReady","Kernel Panic","Timeout detected"
"2025-03-22 13:37:43","node-692","74%","96%","70%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:33:58","node-693","19%","73%","60%","High Traffic","Unknown","Node NotReady","Kubelet restart detected","DNS Resolution Failure"
"2025-03-22 13:20:55","node-694","22%","90%","49%","Normal","Pending","Pod eviction error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:10:40","node-695","50%","44%","31%","Congested","CrashLoopBackOff","Node NotReady","Kubelet restart detected","Connection Refused"
"2025-03-22 13:32:15","node-696","74%","73%","50%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:46:08","node-697","73%","54%","45%","Normal","Unknown","Node NotReady","Disk Failure","Timeout detected"
"2025-03-22 13:02:12","node-698","84%","5%","54%","High Traffic","Unknown","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:03:29","node-699","13%","26%","16%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 14:00:32","node-700","55%","80%","60%","High Traffic","CrashLoopBackOff","Volume mount error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:02:07","node-701","52%","48%","83%","Congested","Terminating","Node NotReady","Kubelet restart detected","Packet Loss"
"2025-03-22 13:26:18","node-702","49%","96%","19%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:08:03","node-703","79%","5%","13%","Congested","Failed","Node NotReady","Kubelet restart detected","Timeout detected"
"2025-03-22 13:39:49","node-704","68%","25%","89%","Normal","CrashLoopBackOff","Container OOMKilled","Kubelet restart detected","Timeout detected"
"2025-03-22 13:12:38","node-705","91%","77%","69%","Normal","Pending","Container OOMKilled","High CPU warning","Timeout detected"
"2025-03-22 13:45:29","node-706","14%","75%","75%","High Traffic","Terminating","Volume mount error","Kernel Panic","Connection Refused"
"2025-03-22 13:02:51","node-707","84%","22%","23%","Congested","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:49:30","node-708","95%","72%","60%","Normal","Failed","Volume mount error","Disk Failure","Timeout detected"
"2025-03-22 13:43:27","node-709","75%","51%","69%","Normal","Failed","Pod eviction error","Kernel Panic","Packet Loss"
"2025-03-22 13:58:04","node-710","14%","45%","75%","Congested","Failed","Pod eviction error","Kubelet restart detected","Packet Loss"
"2025-03-22 13:55:59","node-711","83%","39%","98%","Normal","Running","No Issues","Normal Operation","No Issues"
"2025-03-22 13:26:08","node-712","45%","33%","95%","Congested","Running","No Issues","Normal Operation","No Issues"
